"filename", "language", "PowerShell", "Shell Script", "Markdown", "JavaScript", "YAML", "Batch", "JSON", "Python", "pip requirements", "CSV", "Java Properties", "Docker", "MS SQL", "Java", "JavaScript JSX", "PostCSS", "JSON with Comments", "HTML", "XML", "comment", "blank", "total"
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ConfirmationToast.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 10, 10, 72
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\DateRangePicker.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 16, 12, 139
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ErrorBanner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 12, 6, 52
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ErrorMessage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 7, 59
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 6, 21, 209
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\Header.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 0, 0, 0, 0, 12, 21, 301
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\LanguageSwitcher.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 5, 24
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\Layout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 1, 4, 38
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\LtrText.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ProtectedRoute.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 9, 45
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ProtectedRoute.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 5, 10, 97
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ReservationLookupPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 556, 0, 0, 0, 0, 0, 56, 612
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ReservationLookupPanel.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 29, 200
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\RoomFilters.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 1, 20, 308
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\Sidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 6, 10, 143
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\Spinner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 4, 6, 38
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\StatusPill.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 8, 5, 42
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ai-assistant\ManagerAiAssistant.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 16, 198
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ai-assistant\MarkdownMessage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 11, 77
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ai-finance\AiFallbackBanner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 3, 44
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ai-finance\AiInsightPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 14, 192
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ai-finance\AiStatusBanner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 13, 188
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ai-finance\DemandHeatmapPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 19, 235
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ai-finance\ElasticityOptimizer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 259, 0, 0, 0, 0, 0, 19, 278
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ai-finance\ForecastChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 2, 14, 128
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ai-finance\PricingRecommendationCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 17, 150
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\charts\ChartCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 2, 36
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\charts\ChartEmptyState.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 3, 29
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\charts\ChartSkeleton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 3, 26
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\charts\DistributionBarChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 6, 85
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\charts\RadialStatusChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 8, 75
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\charts\TrendLineChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 7, 131
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\common\EmptyState.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\common\ErrorState.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 4, 33
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\common\LoadingState.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 16
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\common\ModalFrame.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 2, 35
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\common\SuccessState.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\dashboard\DashboardHero.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 7, 61
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\dashboard\DashboardMetricCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 4, 65
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\dashboard\DashboardPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 4, 32
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\dashboard\DashboardQuickAction.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 5, 62
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\guest-assistant\FloatingGuestAssistant.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 685, 0, 0, 0, 0, 0, 61, 746
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\guest-assistant\FloatingGuestAssistant.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 21, 207
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\guest-assistant\GuestAssistantLauncher.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 2, 31
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\guest-assistant\GuestAssistantMessageList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 5, 52
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\guest-assistant\GuestAssistantQuickActions.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 3, 24
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\inventory\InventoryOperationsPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1400, 0, 0, 0, 0, 1, 76, 1477
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\inventory\ServiceCompletionModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 409, 0, 0, 0, 0, 0, 35, 444
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\marketing\RoadmapBanner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 5, 6, 54
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\motion\Reveal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 4, 5, 44
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\motion\SmoothScroll.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 4, 7, 37
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\navigation\navConfig.js", "JavaScript", 0, 0, 0, 644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40, 691
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\navigation\navConfig.test.js", "JavaScript", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 118
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\reservations\ReservationDetailContent.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 405, 0, 0, 0, 0, 0, 32, 437
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\shell\AppShell.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 19, 108
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\shell\AppSidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 13, 144
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\shell\AppSidebar.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 21, 132
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\shell\AppTopbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 10, 103
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\shell\NotificationCenter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 16, 180
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\alert.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 7, 51
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\badge.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 5, 34
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\button.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 5, 49
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\calendar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 10, 174
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\card.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 9, 51
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\chart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 6, 58
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\checkbox.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\dialog.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 13, 95
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\input.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 4, 20
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\label.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\popover.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 8, 30
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\select.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 13, 120
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\separator.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 4, 24
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\sheet.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 12, 104
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\table.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 11, 87
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\components\ui\textarea.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 19
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\context\AuthProvider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 58, 34, 240
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\domain\reservations\statusRules.js", "JavaScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 37
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\hooks\useAiFinance.js", "JavaScript", 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 269
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\hooks\useGuestAssistantSocket.js", "JavaScript", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 53
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\hooks\useManagerDashboard.js", "JavaScript", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 77
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\hooks\useReservationQueue.js", "JavaScript", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 62
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\hooks\useRoomTypes.js", "JavaScript", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 105
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\hooks\useRooms.js", "JavaScript", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 9, 130
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\hooks\useSearch.js", "JavaScript", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 62
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\hooks\useStaff.js", "JavaScript", 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 154
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\hooks\useStaffDashboard.js", "JavaScript", 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 118
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\i18n.js", "JavaScript", 0, 0, 0, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 886
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\i18nSupplemental.js", "JavaScript", 0, 0, 0, 2645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2647
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 11, 10, 134
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\lib\utils.js", "JavaScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\AdminDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 491, 0, 0, 0, 0, 0, 20, 511
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\AdminNotifications.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0, 19, 303
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\AiFinanceDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 611, 0, 0, 0, 0, 0, 32, 643
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\BookRoom.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 599, 0, 0, 0, 0, 0, 43, 642
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\BookRoom.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 19, 146
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\Bookings.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 0, 13, 212
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\Bookings.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 21, 92
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\CancelReservation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 353, 0, 0, 0, 0, 0, 22, 375
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\CheckIn.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 293, 0, 0, 0, 0, 0, 27, 320
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\Checkout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 904, 0, 0, 0, 0, 0, 64, 968
"c:\Users\Alwaj\OneDrive\المستندات\GitHub\roomify-hotel-management\frontend\src\pages\Checkout.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 417, 0, 0, 0, 0, 0, 80, 497
